SampleCode,Compound,Category1,Category2,Formula,Halogenation,RetentionTime1D,RetentionTime2D,InternalStandard,Sample,Ecotype,Instrument,RelativeArea
DSJ2195,mirex 2Cl 1,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1443.02,1.373,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.043736414
DSJ2155,mirex 2Cl 1,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1439.52,1.373,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.081983668
DSJ1765,mirex 2Cl 1,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1439.52,1.373,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.038363369
KXD0003,mirex 2Cl 1,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1443.02,1.373,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.207210366
KZP0086,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1453.51,1.393,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.068149529
NEB0016,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1450.01,1.373,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.039973586
JEH0504,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1453.51,1.393,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.025098067
JEH0472,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1457.01,1.386,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.035393685
DSJ2155,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1450.01,1.386,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.018889614
DSJ1765,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1450.01,1.399,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.014842192
KXD0003,mirex 2Cl 2,anthropogenic,Mirex-related,C10H2Cl10,chlorinated,1450.01,1.386,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.065405092
KZP0086,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,chlorinated,1498.99,1.452,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.044876771
NEB0016,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,chlorinated,1498.99,1.426,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.013066428
DSJ2155,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,chlorinated,1498.99,1.445,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.084076835
DSJ1765,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,chlorinated,1498.99,1.445,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.097140893
KXD0003,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,chlorinated,1498.99,1.439,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.023810348
DSJ2195,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,NA,1502.48,1.439,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.029891436
JEH0504,mirex 1Cl,anthropogenic,Mirex-related,C10HCl11,NA,1498.99,1.459,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.132152324
KZP0086,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1575.94,1.696,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",1.264577832
DSJ2195,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1575.94,1.69,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.499019298
NEB0016,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1572.44,1.676,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.315327589
JEH0504,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1572.44,1.683,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",2.98187723
JEH0472,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1575.94,1.69,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",1.442494222
DSJ2155,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1572.44,1.696,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",1.346388643
KXD0003,mirex,anthropogenic,Mirex-related,C10Cl12,chlorinated,1572.44,1.69,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.993598177
KZP0086,mirex related 1,anthropogenic,Mirex-related,NA,chlorinated,1701.87,1.967,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.134001005
JEH0504,mirex related 1,anthropogenic,Mirex-related,NA,chlorinated,1701.87,1.954,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.226378445
JEH0472,mirex related 1,anthropogenic,Mirex-related,NA,chlorinated,1705.37,1.934,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.372739458
KXD0003,mirex related 1,anthropogenic,Mirex-related,NA,chlorinated,1701.87,1.96,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.098356434
KZP0086,BDE 2Br 1,anthropogenic,PBDE,C12H8Br2O,brominated,1537.46,0.983,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.018662714
NEB0016,BDE 2Br 1,anthropogenic,PBDE,C12H8Br2O,brominated,1533.97,0.977,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.005762265
DSJ2155,BDE 2Br 1,anthropogenic,PBDE,C12H8Br2O,brominated,1533.97,0.983,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.009733509
DSJ1765,BDE 2Br 1,anthropogenic,PBDE,C12H8Br2O,brominated,1533.97,0.983,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.007881197
KXD0003,BDE 2Br 1,anthropogenic,PBDE,C12H8Br2O,brominated,1533.97,0.983,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.006748432
DSJ2195,BDE 2Br 1,anthropogenic,PBDE,C12H8Br2O,brominated,1540.96,0.977,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.012347157
KZP0086,BDE-17/25,anthropogenic,PBDE,C12H7Br3O,brominated,1394.05,1.452,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.008304005
DSJ2195,BDE-17/25,anthropogenic,PBDE,C12H7Br3O,brominated,1394.05,1.432,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.005464437
NEB0016,BDE-17/25,anthropogenic,PBDE,C12H7Br3O,brominated,1390.55,1.419,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.003319033
JEH0472,BDE-17/25,anthropogenic,PBDE,C12H7Br3O,brominated,1397.54,1.439,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.003220255
DSJ2155,BDE-17/25,anthropogenic,PBDE,C12H7Br3O,brominated,1390.55,1.426,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.011223761
KXD0003,BDE-17/25,anthropogenic,PBDE,C12H7Br3O,brominated,1390.55,1.432,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.002880721
KZP0086,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1411.54,1.419,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.43809796
DSJ2195,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1411.54,1.412,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.406447581
NEB0016,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1408.04,1.393,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.613855735
JEH0504,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1411.54,1.419,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.248474738
JEH0472,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1415.03,1.426,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.043105472
DSJ1765,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1408.04,1.406,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.233767511
KXD0003,BDE-28/33,anthropogenic,PBDE,C12H7Br3O,brominated,1408.04,1.399,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.167073499
DSJ2195,BDE 3Br 1,anthropogenic,PBDE,C12H7Br3O,brominated,1516.48,1.221,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.006279006
JEH0504,BDE 3Br 1,anthropogenic,PBDE,C12H7Br3O,brominated,1512.98,1.214,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.010006504
DSJ1765,BDE 3Br 1,anthropogenic,PBDE,C12H7Br3O,brominated,1512.98,1.214,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.007520317
NEB0016,BDE 3Br 1,anthropogenic,PBDE,C12H7Br3O,brominated,1516.48,1.214,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.010191264
DSJ2155,BDE 3Br 1,anthropogenic,PBDE,C12H7Br3O,brominated,1516.48,1.221,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.017218447
KXD0003,BDE 3Br 1,anthropogenic,PBDE,C12H7Br3O,brominated,1516.48,1.214,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.01096897
KZP0086,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1533.97,1.214,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.174130568
DSJ2195,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1537.46,1.214,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.089528006
NEB0016,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1533.97,1.208,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.050495274
JEH0504,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1533.97,1.208,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.051482847
JEH0472,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1537.46,1.208,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.072288705
DSJ2155,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1533.97,1.208,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.083359644
DSJ1765,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1533.97,1.208,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.067241224
KXD0003,BDE 3Br 2,anthropogenic,PBDE,C12H7Br3O,brominated,1530.47,1.208,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.061965935
DSJ2195,BDE-75,anthropogenic,PBDE,C12H6Br4O,brominated,1495.49,1.478,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.084010194
NEB0016,BDE-75,anthropogenic,PBDE,C12H6Br4O,brominated,1488.49,1.472,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.007669771
JEH0504,BDE-75,anthropogenic,PBDE,C12H6Br4O,brominated,1491.99,1.472,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.037102152
JEH0472,BDE-75,anthropogenic,PBDE,C12H6Br4O,brominated,1495.49,1.465,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.007957495
DSJ1765,BDE-75,anthropogenic,PBDE,C12H6Br4O,brominated,1488.49,1.485,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.051380469
KZP0086,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1512.98,1.531,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.132271845
DSJ2195,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1512.98,1.531,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.323585429
NEB0016,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1509.48,1.511,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.039552389
JEH0504,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1509.48,1.538,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.274310297
JEH0472,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1512.98,1.571,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.043929071
DSJ2155,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1509.48,1.525,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.246346361
DSJ1765,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1509.48,1.531,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.108323667
KXD0003,BDE-49,anthropogenic,PBDE,C12H6Br4O,brominated,1509.48,1.518,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.046552281
KZP0086,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1533.97,1.617,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",1.352194344
DSJ2195,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1533.97,1.617,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",1.260448641
NEB0016,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1530.47,1.617,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",2.92161083
JEH0504,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1533.97,1.61,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",1.635237709
DSJ2155,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1530.47,1.63,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",9.518842945
DSJ1765,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1530.47,1.624,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",10.15487688
JEH0472,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1537.46,1.65,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",4.102437131
KXD0003,BDE-47,anthropogenic,PBDE,C12H6Br4O,brominated,1533.97,1.637,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",8.862166453
KZP0086,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1551.46,1.683,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.091302846
DSJ2195,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1554.95,1.683,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.147216193
NEB0016,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1551.46,1.663,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.073587045
JEH0504,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1551.46,1.676,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.053549429
JEH0472,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1554.95,1.683,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.006940204
DSJ2155,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1547.96,1.67,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.040186793
DSJ1765,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1547.96,1.676,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.048253511
KXD0003,BDE-66,anthropogenic,PBDE,C12H6Br4O,brominated,1547.96,1.67,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.025615631
KZP0086,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1642.4,1.597,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.056665546
NEB0016,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1649.4,1.591,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.003197198
JEH0472,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1649.4,1.597,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.002329759
DSJ2155,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1645.9,1.597,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.001362024
DSJ1765,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1645.9,1.591,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.003162381
DSJ2195,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1642.4,1.591,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.024712346
JEH0504,BDE 4Br 1,anthropogenic,PBDE,C12H6Br4O,brominated,1638.91,1.584,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.03224437
KZP0086,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1596.93,1.901,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.042268198
DSJ2195,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1600.43,1.894,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.059813566
NEB0016,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1593.43,1.861,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.016190285
JEH0504,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1596.93,1.921,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.044191798
JEH0472,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1596.93,1.888,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.018239623
DSJ2155,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1593.43,1.881,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.050828967
DSJ1765,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1593.43,1.888,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.08426171
KXD0003,BDE 5Br 1,anthropogenic,PBDE,C12H5Br5O,brominated,1593.43,1.874,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.009936088
KZP0086,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1642.4,2.119,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",2.379834141
DSJ2195,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1642.4,2.086,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",1.726093091
NEB0016,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1649.4,2.145,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.004169159
JEH0504,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1642.4,2.086,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",2.866994991
JEH0472,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1642.4,2.112,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",1.423534496
DSJ2155,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1638.91,2.112,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",4.20825235
DSJ1765,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1638.91,2.086,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",2.446061912
KXD0003,BDE-100,anthropogenic,PBDE,C12H5Br5O,brominated,1638.91,2.092,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",1.901162673
DSJ1765,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1673.89,0.904,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.00073741
KZP0086,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1673.89,2.297,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",1.766843534
DSJ2195,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1677.38,2.277,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",1.090299266
JEH0504,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1673.89,2.251,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",2.066509721
NEB0016,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1673.89,2.211,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.729066478
JEH0472,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1673.89,2.218,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.370955605
DSJ2155,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1670.39,2.244,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",2.932306048
KXD0003,BDE-99,anthropogenic,PBDE,C12H5Br5O,brominated,1670.39,2.218,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.889047786
KZP0086,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1705.37,2.158,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.011371908
NEB0016,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1701.87,2.165,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.005566738
JEH0504,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1701.87,2.171,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.007250003
JEH0472,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1705.37,2.152,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.004489916
DSJ2155,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1701.87,2.171,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.004655126
KXD0003,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1701.87,2.178,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.002891328
DSJ1765,BDE-116,anthropogenic,PBDE,C12H5Br5O,brominated,1701.87,2.178,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.002693637
KZP0086,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1750.84,2.178,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.065502121
DSJ2195,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1754.34,2.171,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.021198497
NEB0016,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1750.84,2.145,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.04658472
JEH0504,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1750.84,2.152,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.078188604
JEH0472,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1750.84,2.158,BDE 77,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.063282831
DSJ2155,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1747.34,2.158,BDE 77,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.059794087
DSJ1765,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1750.84,2.158,BDE 77,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.03881947
KXD0003,BDE-155,anthropogenic,PBDE,C12H4Br6O,brominated,1747.34,2.158,BDE 77,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.021868757
KZP0086,BDE-154,anthropogenic,PBDE,C12H4Br6O,brominated,1768.33,2.237,BDE 77,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.463388105
DSJ2195,BDE-154,anthropogenic,PBDE,C12H4Br6O,brominated,1768.33,2.231,BDE 77,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.099401163
NEB0016,BDE-154,anthropogenic,PBDE,C12H4Br6O,brominated,1768.33,2.218,BDE 77,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.223910068
JEH0504,BDE-154,anthropogenic,PBDE,C12H4Br6O,brominated,1768.33,2.237,BDE 77,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.485189224
